RefseqID,Group,AssemblyLevel,Size(MB),ArrayCount,Kingdom
GCF_000253315.1_ASM25331v1,Firmicutes,COMP,2.21057,3,Bacteria
GCF_000253335.1_ASM25333v1,Firmicutes,COMP,2.21718,1,Bacteria
GCF_000253355.1_ASM25335v1,Actinobacteria,COMP,4.38931,5,Bacteria
GCF_000253375.1_ASM25337v1,Actinobacteria,COMP,4.48206,3,Bacteria
GCF_000253395.1_ASM25339v1,Firmicutes,COMP,1.9299,3,Bacteria
GCF_000255115.2_ASM25511v3,Firmicutes,COMP,4.99118,1,Bacteria
GCF_000255135.1_ASM25513v1,Thermotogae,COMP,2.24479,5,Bacteria
GCF_000255155.1_ASM25515v1,Actinobacteria,COMP,2.46861,1,Bacteria
GCF_000255175.1_ASM25517v1,Actinobacteria,COMP,2.49919,1,Bacteria
GCF_000255195.1_ASM25519v1,Actinobacteria,COMP,2.48433,1,Bacteria
GCF_000255215.1_ASM25521v1,Actinobacteria,COMP,2.43333,1,Bacteria
GCF_000255235.1_ASM25523v1,Actinobacteria,COMP,2.42715,2,Bacteria
GCF_000255255.1_ASM25525v1,Actinobacteria,COMP,2.39544,1,Bacteria
GCF_000255275.1_ASM25527v1,Actinobacteria,COMP,2.53068,1,Bacteria
GCF_000255295.1_ASM25529v1,Proteobacteria,COMP,10.0806,8,Bacteria
GCF_000255915.1_ASM25591v1,Proteobacteria,COMP,2.40758,2,Bacteria
GCF_000255955.1_ASM25595v1,Proteobacteria,COMP,1.66988,1,Bacteria
GCF_000257275.1_ASM25727v1,Proteobacteria,COMP,4.93529,2,Bacteria
GCF_000258025.1_ASM25802v1,Proteobacteria,COMP,5.02717,2,Bacteria
GCF_000258145.1_ASM25814v1,Proteobacteria,COMP,5.00535,2,Bacteria
GCF_000258245.1_ASM25824v1,Deinococcus-Thermus,COMP,2.31121,6,Bacteria
GCF_000258365.1_ASM25836v1,Proteobacteria,COMP,4.78805,3,Bacteria
GCF_000258405.1_ASM25840v1,Bacteroidetes/Chlorobi ,COMP,3.659,1,Bacteria
GCF_000258535.2_ASM25853v2,Firmicutes,COMP,8.8192,2,Bacteria
GCF_000259175.1_ASM25917v1,Proteobacteria,COMP,4.40211,4,Bacteria
GCF_000259255.1_ASM25925v1,Proteobacteria,COMP,1.96011,1,Bacteria
GCF_000259545.1_ASM25954v1,Proteobacteria,COMP,2.37813,2,Bacteria
GCF_000260515.1_ASM26051v1,Proteobacteria,COMP,7.23142,1,Bacteria
GCF_000260715.1_ASM26071v1,Actinobacteria,COMP,1.93269,2,Bacteria
GCF_000260925.1_ASM26092v1,Proteobacteria,COMP,5.16441,4,Bacteria
GCF_000260965.1_ASM26096v1,Proteobacteria,COMP,2.74529,1,Bacteria
GCF_000260985.3_ASM26098v2,Proteobacteria,COMP,3.13719,1,Bacteria
GCF_000261025.1_ASM26102v1,Bacteroidetes/Chlorobi ,COMP,2.69944,2,Bacteria
GCF_000262125.1_ASM26212v1,Proteobacteria,COMP,5.51674,1,Bacteria
GCF_000262165.1_ASM26216v1,Actinobacteria,COMP,5.61363,1,Bacteria
GCF_000262305.1_ASM26230v1,Proteobacteria,COMP,4.15872,1,Bacteria
GCF_000262325.2_ASM26232v2,Proteobacteria,COMP,6.01955,1,Bacteria
GCF_000262655.1_ASM26265v1,Proteobacteria,COMP,1.65654,1,Bacteria
GCF_000262675.1_ASM26267v1,Firmicutes,COMP,1.84852,2,Bacteria
GCF_000263215.1_ASM26321v1,Proteobacteria,COMP,4.26867,3,Bacteria
GCF_000263735.1_ASM26373v1,Euryarchaeota,COMP,1.73689,7,Archaea
GCF_000263755.4_ASM26375v2,Actinobacteria,COMP,2.36982,1,Bacteria
GCF_000264455.2_ASM26445v2,Proteobacteria,COMP,6.51298,7,Bacteria
GCF_000264495.1_ASM26449v1,Crenarchaeota,COMP,1.35632,2,Archaea
GCF_000264765.2_ASM26476v2,Proteobacteria,COMP,4.32965,2,Bacteria
GCF_000265295.1_ASM26529v1,Proteobacteria,COMP,2.51011,1,Bacteria
GCF_000265425.1_ASM26542v1,Fibrobacteres/Acidobacteria ,COMP,5.22786,1,Bacteria
GCF_000265505.1_ASM26550v1,Bacteroidetes/Chlorobi ,COMP,4.91934,3,Bacteria
GCF_000265525.1_ASM26552v1,Euryarchaeota,COMP,1.95031,10,Archaea
GCF_000266905.1_ASM26690v1,Actinobacteria,COMP,6.34262,1,Bacteria
GCF_000266925.1_ASM26692v1,Synergistetes,COMP,2.1607,3,Bacteria
GCF_000266945.1_ASM26694v1,Proteobacteria,COMP,6.52703,2,Bacteria
GCF_000269645.1_PB_Esch_coli_MG12655_V1,Proteobacteria,COMP,4.63897,2,Bacteria
GCF_000269985.1_ASM26998v1,Actinobacteria,COMP,8.78328,5,Bacteria
GCF_000270005.1_ASM27000v1,Proteobacteria,COMP,1.5754,1,Bacteria
GCF_000270065.1_ASM27006v1,Proteobacteria,COMP,1.60901,2,Bacteria
GCF_000270105.1_ASM27010v1,Proteobacteria,COMP,4.62143,2,Bacteria
GCF_000270125.1_ASM27012v1,Proteobacteria,COMP,4.87728,1,Bacteria
GCF_000270145.1_ASM27014v1,Firmicutes,COMP,2.36224,2,Bacteria
GCF_000270165.1_ASM27016v1,Firmicutes,COMP,2.10008,1,Bacteria
GCF_000270205.1_ASM27020v1,Firmicutes,COMP,1.62,3,Bacteria
GCF_000270225.1_ASM27022v1,Bacteroidetes/Chlorobi ,COMP,2.3399,5,Bacteria
GCF_000270245.1_ASM27024v1,Actinobacteria,COMP,5.68312,3,Bacteria
GCF_000270285.1_ASM27028v1,Actinobacteria,COMP,3.12367,3,Bacteria
GCF_000270305.1_ASM27030v1,Firmicutes,COMP,2.83574,3,Bacteria
GCF_000270365.1_ASM27036v1,Actinobacteria,COMP,4.40598,5,Bacteria
GCF_000270465.1_ASM27046v1,Firmicutes,COMP,2.59589,1,Bacteria
GCF_000271365.1_ASM27136v1,Proteobacteria,COMP,6.40266,3,Bacteria
GCF_000271865.1_ASM27186v1,Firmicutes,COMP,2.02709,2,Bacteria
GCF_000272715.3_ASM27271v3,Proteobacteria,COMP,4.85818,2,Bacteria
GCF_000272735.3_ASM27273v3,Proteobacteria,COMP,4.83077,2,Bacteria
GCF_000272755.3_ASM27275v3,Proteobacteria,COMP,4.79584,2,Bacteria
GCF_000272775.3_ASM27277v3,Proteobacteria,COMP,4.83294,2,Bacteria
GCF_000272815.2_ASM27281v2,Proteobacteria,COMP,4.75584,2,Bacteria
GCF_000272835.3_ASM27283v3,Proteobacteria,COMP,4.82796,2,Bacteria
GCF_000272895.2_ASM27289v3,Proteobacteria,COMP,5.1212,2,Bacteria
GCF_000273425.1_Esch_coli_MG12655_V1,Proteobacteria,COMP,4.63897,2,Bacteria
GCF_000273445.1_Stre_pneu_Tigr4_V1,Firmicutes,COMP,2.16334,1,Bacteria
GCF_000275605.1_ASM27560v1,Euryarchaeota,COMP,1.90983,7,Archaea
GCF_000275625.1_ASM27562v1,Firmicutes,COMP,1.9081,2,Bacteria
GCF_000276685.1_ASM27668v1,Proteobacteria,COMP,1.73212,1,Bacteria
GCF_000276705.2_ASM27670v2,Proteobacteria,COMP,6.56168,1,Bacteria
GCF_000277325.1_ASM27732v1,Actinobacteria,COMP,1.9386,1,Bacteria
GCF_000277345.1_ASM27734v1,Actinobacteria,COMP,1.93882,1,Bacteria
GCF_000277405.1_ASM27740v1,Proteobacteria,COMP,1.66346,1,Bacteria
GCF_000277715.1_ASM27771v1,Actinobacteria,COMP,3.44936,2,Bacteria
GCF_000277735.2_ASM27773v2,Actinobacteria,COMP,4.41171,6,Bacteria
GCF_000277755.1_ASM27775v1,Proteobacteria,COMP,2.00834,3,Bacteria
GCF_000279145.1_ASM27914v1,Bacteroidetes/Chlorobi ,COMP,3.30041,2,Bacteria
GCF_000280315.2_ASM28031v2,Proteobacteria,COMP,4.71868,2,Bacteria
GCF_000280925.3_ASM28092v3,Proteobacteria,COMP,9.49043,6,Bacteria
GCF_000281175.1_ASM28117v1,Chloroflexi,COMP,5.14487,4,Bacteria
GCF_000281195.1_ASM28119v1,Firmicutes,COMP,3.0625,2,Bacteria
GCF_000281695.1_ASM28169v1,Euryarchaeota,COMP,3.79361,3,Archaea
GCF_000282715.1_ASM28271v1,Actinobacteria,COMP,10.2469,4,Bacteria
GCF_000283515.1_ASM28351v1,Proteobacteria,COMP,4.34813,1,Bacteria
GCF_000283535.1_ASM28353v1,Proteobacteria,COMP,4.333,1,Bacteria
GCF_000283555.1_ASM28355v1,Firmicutes,COMP,1.51556,1,Bacteria
GCF_000283635.1_ASM28363v1,Firmicutes,COMP,2.14276,1,Bacteria
GCF_000283655.1_ASM28365v1,Proteobacteria,COMP,6.8464,4,Bacteria
GCF_000283675.1_ASM28367v1,Firmicutes,COMP,5.55203,1,Bacteria
GCF_000283715.1_ASM28371v1,Proteobacteria,COMP,5.22047,1,Bacteria
GCF_000283735.1_ASM28373v1,Proteobacteria,COMP,5.06999,3,Bacteria
GCF_000283915.1_ASM28391v1,Proteobacteria,COMP,1.15023,1,Bacteria
GCF_000283975.1_ASM28397v1,Firmicutes,COMP,2.04525,1,Bacteria
GCF_000284015.1_ASM28401v1,Actinobacteria,COMP,4.87534,1,Bacteria
GCF_000284035.1_ASM28403v1,Actinobacteria,COMP,6.19465,2,Bacteria
GCF_000284095.1_ASM28409v1,Firmicutes,COMP,3.63193,1,Bacteria
GCF_000284115.1_ASM28411v1,Planctomycetes,COMP,3.88438,3,Bacteria
GCF_000284195.1_ASM28419v1,Proteobacteria,COMP,1.30039,1,Bacteria
GCF_000284235.1_ASM28423v1,Proteobacteria,COMP,2.94766,1,Bacteria
GCF_000284255.1_ASM28425v1,Proteobacteria,COMP,5.04325,2,Bacteria
GCF_000284295.1_ASM28429v1,Actinobacteria,COMP,8.77347,2,Bacteria
GCF_000284335.1_ASM28433v1,Caldiserica,COMP,1.5581,1,Bacteria
GCF_000284415.1_ASM28441v2,Proteobacteria,COMP,3.87629,5,Bacteria
GCF_000284435.1_ASM28443v1,Firmicutes,COMP,1.5864,3,Bacteria
GCF_000284495.1_ASM28449v1,Proteobacteria,COMP,4.77311,2,Bacteria
GCF_000284575.1_ASM28457v1,Firmicutes,COMP,2.01563,2,Bacteria
GCF_000284595.1_ASM28459v1,Proteobacteria,COMP,4.76916,2,Bacteria
GCF_000284635.1_ASM28463v1,Proteobacteria,COMP,2.1014,1,Bacteria
GCF_000286675.1_ASM28667v1,Tenericutes,COMP,0.96411,1,Bacteria
GCF_000286695.1_ASM28669v1,Tenericutes,COMP,0.953989,1,Bacteria
GCF_000286715.1_ASM28671v1,Tenericutes,COMP,0.986257,1,Bacteria
GCF_000286735.1_ASM28673v1,Tenericutes,COMP,0.965525,1,Bacteria
GCF_000286755.1_ASM28675v1,Tenericutes,COMP,0.939844,1,Bacteria
GCF_000286775.1_ASM28677v1,Tenericutes,COMP,0.938869,1,Bacteria
GCF_000286795.1_ASM28679v1,Tenericutes,COMP,0.976412,1,Bacteria
GCF_000286815.1_ASM28681v1,Tenericutes,COMP,0.92665,1,Bacteria
GCF_000287215.2_ASM28721v3,Proteobacteria,COMP,4.78843,1,Bacteria
GCF_000292415.1_ASM29241v1,Firmicutes,COMP,5.38232,1,Bacteria
GCF_000292455.1_ASM29245v1,Firmicutes,COMP,6.43837,2,Bacteria
GCF_000292705.1_ASM29270v1,Firmicutes,COMP,6.33463,1,Bacteria
GCF_000294365.1_ASM29436v1,Proteobacteria,COMP,5.38671,2,Bacteria
GCF_000294515.1_ASM29451v1,Actinobacteria,COMP,5.84821,22,Bacteria
GCF_000294535.1_ASM29453v1,Proteobacteria,COMP,4.84277,3,Bacteria
GCF_000294635.1_ASM29463v1,Proteobacteria,COMP,7.15506,1,Bacteria
GCF_000296595.1_ASM29659v1,Firmicutes,COMP,2.78231,2,Bacteria
GCF_000297075.2_Ppseudo_final,Proteobacteria,COMP,4.68634,5,Bacteria
GCF_000298115.2_ASM29811v2,Firmicutes,COMP,2.56317,4,Bacteria
GCF_000298875.1_ASM29887v1,Firmicutes,COMP,1.8935,1,Bacteria
GCF_000299135.1_ASM29913v1,Firmicutes,COMP,2.06311,1,Bacteria
GCF_000299255.1_ASM29925v1,Proteobacteria,COMP,5.43817,1,Bacteria
GCF_000299335.2_ASM29933v2,Proteobacteria,COMP,4.16843,1,Bacteria
GCF_000299355.1_ASM29935v1,Firmicutes,COMP,3.10825,2,Bacteria
GCF_000299455.1_ASM29945v1,Proteobacteria,COMP,5.43741,1,Bacteria
GCF_000299475.1_ASM29947v1,Proteobacteria,COMP,5.38971,1,Bacteria
GCF_000299995.1_ASM29999v1,Proteobacteria,COMP,4.48051,1,Bacteria
GCF_000300005.1_ASM30000v1,Proteobacteria,COMP,4.92822,1,Bacteria
GCF_000300255.2_ASM30025v2,Euryarchaeota,COMP,1.6668,2,Archaea
GCF_000300475.1_ASM30047v1,Firmicutes,COMP,6.69453,1,Bacteria
GCF_000302555.4_ASM30255v3,Proteobacteria,COMP,1.6353,1,Bacteria
GCF_000304215.1_ASM30421v1,Actinobacteria,COMP,2.1673,1,Bacteria
GCF_000304355.2_Mb_MS2,Euryarchaeota,COMP,2.78977,2,Archaea
GCF_000304375.1_AINO,Proteobacteria,COMP,1.64148,1,Bacteria
GCF_000305935.1_ASM30593v1,Firmicutes,COMP,2.93906,11,Bacteria
GCF_000306765.2_ASM30676v2,Euryarchaeota,COMP,3.90471,5,Archaea
GCF_000306785.1_ASM30678v1,Actinobacteria,COMP,5.57552,1,Bacteria
GCF_000306825.1_ASM30682v1,Actinobacteria,COMP,2.57919,3,Bacteria
GCF_000306905.1_ASM30690v1,Firmicutes,COMP,2.97696,2,Bacteria
GCF_000306985.1_ASM30698v1,Firmicutes,COMP,2.88223,1,Bacteria
GCF_000307005.1_ASM30700v1,Firmicutes,COMP,2.97217,1,Bacteria
GCF_000307045.1_ASM30704v1,Firmicutes,COMP,2.90714,2,Bacteria
GCF_000307065.1_ASM30706v1,Firmicutes,COMP,2.84018,1,Bacteria
GCF_000307085.1_ASM30708v1,Firmicutes,COMP,2.91235,1,Bacteria
GCF_000307105.1_ASM30710v1,Proteobacteria,COMP,5.19791,3,Bacteria
GCF_000307165.1_ASM30716v1,Firmicutes,COMP,2.56949,1,Bacteria
GCF_000307185.1_ASM30718v1,Firmicutes,COMP,2.15115,2,Bacteria
GCF_000307535.1_ASM30753v1,Firmicutes,COMP,1.83728,2,Bacteria
GCF_000309885.1_ASM30988v1,Deinococcus-Thermus,COMP,2.40133,5,Bacteria
GCF_000310065.1_ASM31006v1,Actinobacteria,COMP,3.65617,3,Bacteria
GCF_000310085.1_ASM31008v1,Proteobacteria,COMP,4.94713,1,Bacteria
GCF_000311765.1_ASM31176v1,Proteobacteria,COMP,3.81623,2,Bacteria
GCF_000312705.1_ASM31270v1,Cyanobacteria,COMP,5.30567,4,Bacteria
GCF_000313175.2_ASM31317v2,Spirochaetes,COMP,3.98361,5,Bacteria
GCF_000316575.1_ASM31657v1,Cyanobacteria,COMP,7.02322,11,Bacteria
GCF_000316605.1_ASM31660v1,Cyanobacteria,COMP,5.12595,1,Bacteria
GCF_000316625.1_ASM31662v1,Cyanobacteria,COMP,6.32982,14,Bacteria
GCF_000316645.1_ASM31664v1,Cyanobacteria,COMP,6.71887,6,Bacteria
GCF_000316665.1_ASM31666v1,Cyanobacteria,COMP,8.72877,15,Bacteria
GCF_000316685.1_ASM31668v1,Cyanobacteria,COMP,3.7205,3,Bacteria
GCF_000317025.1_ASM31702v1,Cyanobacteria,COMP,4.98682,4,Bacteria
GCF_000317045.1_ASM31704v1,Cyanobacteria,COMP,4.68111,2,Bacteria
GCF_000317065.1_ASM31706v1,Cyanobacteria,COMP,4.88568,8,Bacteria
GCF_000317085.1_ASM31708v1,Cyanobacteria,COMP,3.58373,1,Bacteria
GCF_000317105.1_ASM31710v1,Cyanobacteria,COMP,7.80427,12,Bacteria
GCF_000317125.1_ASM31712v1,Cyanobacteria,COMP,6.6894,2,Bacteria
GCF_000317435.1_ASM31743v1,Cyanobacteria,COMP,6.96039,6,Bacteria
GCF_000317475.1_ASM31747v1,Cyanobacteria,COMP,8.27225,12,Bacteria
GCF_000317495.1_ASM31749v1,Cyanobacteria,COMP,5.62041,7,Bacteria
GCF_000317515.1_ASM31751v1,Cyanobacteria,COMP,7.96651,12,Bacteria
GCF_000317555.1_ASM31755v1,Cyanobacteria,COMP,5.88271,3,Bacteria
GCF_000317575.1_ASM31757v1,Cyanobacteria,COMP,5.54499,4,Bacteria
GCF_000317615.1_ASM31761v1,Cyanobacteria,COMP,3.78101,5,Bacteria
GCF_000317635.1_ASM31763v1,Cyanobacteria,COMP,4.17917,5,Bacteria
GCF_000317675.1_ASM31767v1,Cyanobacteria,COMP,4.17697,10,Bacteria
GCF_000317695.1_ASM31769v1,Cyanobacteria,COMP,7.06328,14,Bacteria
GCF_000317835.1_ASM31783v1,Deinococcus-Thermus,COMP,4.51371,1,Bacteria
GCF_000317855.1_ASM31785v1,Firmicutes,COMP,2.17944,2,Bacteria
GCF_000317915.1_ASM31791v1,Firmicutes,COMP,2.81067,1,Bacteria
GCF_000318035.1_ASM31803v1,Firmicutes,COMP,3.1321,1,Bacteria
GCF_000321415.1_ASM32141v1,Proteobacteria,COMP,4.00235,8,Bacteria
GCF_000327045.1_ASM32704v1,Proteobacteria,COMP,4.13752,3,Bacteria
GCF_000327485.1_ASM32748v1,Euryarchaeota,COMP,2.82086,2,Archaea
GCF_000327505.1_ASM32750v1,Euryarchaeota,COMP,1.43709,2,Archaea
GCF_000328545.1_ASM32854v1,Firmicutes,COMP,2.89428,4,Bacteria
GCF_000328565.1_ASM32856v1,Actinobacteria,COMP,7.22177,1,Bacteria
GCF_000328625.1_ASM32862v1,Firmicutes,COMP,2.64926,2,Bacteria
GCF_000328665.1_ASM32866v1,Euryarchaeota,COMP,2.71401,2,Archaea
GCF_000328685.1_ASM32868v1,Euryarchaeota,COMP,4.31412,1,Archaea
GCF_000328705.1_ASM32870v1,Actinobacteria,COMP,9.36065,5,Bacteria
GCF_000328725.1_ASM32872v1,Tenericutes,COMP,0.998123,1,Bacteria
GCF_000328765.2_ASM32876v2,Firmicutes,COMP,2.76125,5,Bacteria
GCF_000329365.2_ASM32936v2,Proteobacteria,COMP,4.73903,2,Bacteria
GCF_000330485.2_ASM33048v2,Proteobacteria,COMP,4.78149,2,Bacteria
GCF_000330845.1_ASM33084v1,Proteobacteria,COMP,4.76218,1,Bacteria
GCF_000330865.1_ASM33086v1,Proteobacteria,COMP,4.85822,4,Bacteria
GCF_000331445.1_ASM33144v1,Actinobacteria,COMP,4.4212,5,Bacteria
GCF_000331695.1_ASM33169v1,Bacteroidetes/Chlorobi ,COMP,2.16632,2,Bacteria
GCF_000331735.1_ASM33173v1,Proteobacteria,COMP,10.3506,9,Bacteria
GCF_000331995.1_ASM33199v1,Firmicutes,COMP,2.97438,8,Bacteria
GCF_000332755.1_ASM33275v1,Proteobacteria,COMP,4.79843,2,Bacteria
GCF_000335875.2_ASM33587v2,Proteobacteria,COMP,4.74533,2,Bacteria
GCF_000336445.1_ASM33644v1,Firmicutes,COMP,3.58313,5,Bacteria
GCF_000338095.1_ASM33809v1,Actinobacteria,COMP,2.31607,1,Bacteria
GCF_000338115.2_ASM33811v2,Firmicutes,COMP,3.29976,1,Bacteria
GCF_000338715.2_ASM33871v2,Actinobacteria,COMP,4.37671,4,Bacteria
GCF_000338775.1_ASM33877v1,Crenarchaeota,COMP,2.22398,4,Archaea
GCF_000339015.1_ASM33901v1,Proteobacteria,COMP,4.51878,2,Bacteria
GCF_000340315.1_ASM34031v1,Crenarchaeota,COMP,2.17636,4,Archaea
GCF_000340435.2_ASM34043v3,Actinobacteria,COMP,4.23576,1,Bacteria
GCF_000340785.1_ASM34078v1,Cyanobacteria,COMP,3.94931,3,Bacteria
GCF_000340845.1_ASM34084v1,Actinobacteria,COMP,10.078,8,Bacteria
GCF_000340885.1_ASM34088v1,Firmicutes,COMP,6.66645,2,Bacteria
GCF_000341395.1_ASM34139v1,Proteobacteria,COMP,4.02351,1,Bacteria
GCF_000341425.1_ASM34142v1,Proteobacteria,COMP,4.67527,2,Bacteria
GCF_000341655.1_ASM34165v1,Chloroflexi,COMP,1.4319,2,Bacteria
GCF_000341665.1_ASM34166v1,Firmicutes,COMP,6.77159,2,Bacteria
GCF_000341855.1_ASM34185v1,Aquificae,COMP,1.55293,7,Bacteria
GCF_000347595.1_ASM34759v1,Proteobacteria,COMP,2.40785,4,Bacteria
GCF_000347635.1_ASM34763v1,Proteobacteria,COMP,5.41369,1,Bacteria
GCF_000347675.2_ASM34767v2,Proteobacteria,COMP,4.63361,1,Bacteria
GCF_000347695.1_ASM34769v1,Actinobacteria,COMP,2.29164,3,Bacteria
GCF_000348585.1_ASM34858v1,Proteobacteria,COMP,5.29652,2,Bacteria
GCF_000348725.1_ASM34872v1,Proteobacteria,COMP,2.65789,1,Bacteria
GCF_000348765.2_ASM34876v2,Aquificae,COMP,1.55293,7,Bacteria
GCF_000348785.1_ASM34878v1,Actinobacteria,COMP,4.83018,1,Bacteria
GCF_000349225.1_ASM34922v1,Proteobacteria,COMP,5.39869,2,Bacteria
GCF_000349765.1_ASM34976v1,Proteobacteria,COMP,2.65833,1,Bacteria
GCF_000349785.1_ASM34978v1,Proteobacteria,COMP,2.54467,1,Bacteria
GCF_000349885.2_ASM34988v2,Firmicutes,COMP,2.97001,8,Bacteria
GCF_000349925.2_ASM34992v2,Firmicutes,COMP,1.83113,2,Bacteria
GCF_000349975.1_ASM34997v1,Proteobacteria,COMP,2.24013,1,Bacteria
GCF_000350185.1_ASM35018v1,Proteobacteria,COMP,3.9762,2,Bacteria
GCF_000350205.1_ASM35020v1,Actinobacteria,COMP,4.39235,5,Bacteria
GCF_000350305.1_ASM35030v1,Euryarchaeota,COMP,1.46111,1,Archaea
GCF_000355675.1_ASM35567v1,Proteobacteria,COMP,3.92033,1,Bacteria
GCF_000359505.1_ASM35950v1,Proteobacteria,COMP,6.42101,1,Bacteria
GCF_000359525.1_ASM35952v1,Actinobacteria,COMP,6.84165,5,Bacteria
GCF_000359625.1_ASM35962v1,Firmicutes,COMP,2.58788,1,Bacteria
GCF_000364745.1_ASM36474v1,Crenarchaeota,COMP,2.46518,6,Archaea
GCF_000364805.1_ASM36480v1,Actinobacteria,COMP,7.63025,5,Bacteria
GCF_000364825.1_ASM36482v1,Actinobacteria,COMP,4.41113,8,Bacteria
GCF_000367205.1_ASM36720v1,Actinobacteria,COMP,2.52614,2,Bacteria
GCF_000376645.1_ASM37664v1,Proteobacteria,COMP,2.73187,1,Bacteria
GCF_000380325.1_ASM38032v1,Proteobacteria,COMP,5.01706,3,Bacteria
GCF_000380335.1_ASM38033v1,Proteobacteria,COMP,5.36637,4,Bacteria
GCF_000380365.1_ASM38036v1,Proteobacteria,COMP,5.32321,4,Bacteria
GCF_000385565.1_ASM38556v1,Euryarchaeota,COMP,2.07693,1,Archaea
GCF_000385905.1_ASM38590v1,Proteobacteria,COMP,4.79196,1,Bacteria
GCF_000385925.1_ASM38592v1,Firmicutes,COMP,2.1421,2,Bacteria
GCF_000389635.1_ASM38963v1,Firmicutes,COMP,5.0441,1,Bacteria
GCF_000389675.2_ASM38967v2,Firmicutes,COMP,1.99158,1,Bacteria
GCF_000389945.1_ASM38994v1,Actinobacteria,COMP,4.39031,7,Bacteria
GCF_000389965.1_ASM38996v1,Actinobacteria,COMP,9.22805,1,Bacteria
GCF_000390265.1_ASM39026v1,Thermotogae,COMP,1.86961,7,Bacteria
GCF_000397165.1_ASM39716v1,Firmicutes,COMP,2.06462,2,Bacteria
GCF_000400615.1_ASM40061v1,Actinobacteria,COMP,4.41432,5,Bacteria
GCF_000400875.1_ASM40087v1,Fusobacteria,COMP,2.27546,1,Bacteria
GCF_000400955.1_ASM40095v1,Tenericutes,COMP,1.10734,2,Bacteria
GCF_000402035.1_ASM40203v1,Proteobacteria,COMP,6.96449,1,Bacteria
GCF_000404165.1_ASM40416v1,Euryarchaeota,COMP,1.99819,2,Archaea
GCF_000404225.1_ASM40422v1,Euryarchaeota,COMP,1.93165,2,Archaea
GCF_000408885.1_ASM40888v1,Firmicutes,COMP,4.37631,2,Bacteria
GCF_000412265.2_ASM41226v2,Actinobacteria,COMP,8.71619,12,Bacteria
GCF_000412775.1_ASM41277v1,Firmicutes,COMP,2.87516,1,Bacteria
GCF_000414035.1_ASM41403v1,Proteobacteria,COMP,6.34203,2,Bacteria
GCF_000414215.1_ASM41421v1,Actinobacteria,COMP,1.93861,1,Bacteria
GCF_000418305.1_ASM41830v1,Proteobacteria,COMP,3.114,1,Bacteria
GCF_000418325.1_ASM41832v1,Proteobacteria,COMP,14.7821,10,Bacteria
GCF_000418345.1_ASM41834v1,Firmicutes,COMP,2.98346,2,Bacteria
GCF_000418365.1_ASM41836v1,Actinobacteria,COMP,2.75123,3,Bacteria
GCF_000418475.1_ASM41847v1,Firmicutes,COMP,2.88338,1,Bacteria
GCF_000418515.1_ASM41851v1,Firmicutes,COMP,3.14337,2,Bacteria
GCF_000418535.1_ASM41853v2,Actinobacteria,COMP,5.66209,1,Bacteria
GCF_000422095.1_ASM42209v1,Proteobacteria,COMP,2.7022,1,Bacteria
GCF_000422125.1_ASM42212v1,Actinobacteria,COMP,4.39117,6,Bacteria
GCF_000422145.1_ASM42214v1,Proteobacteria,COMP,2.68184,1,Bacteria
GCF_000427035.1_09mas018883,Firmicutes,COMP,2.13869,1,Bacteria
GCF_000427075.1_ILRI005,Firmicutes,COMP,2.10976,2,Bacteria
GCF_000427275.1_ASM42727v1,Proteobacteria,COMP,2.50138,1,Bacteria
GCF_000430085.2_ASM43008v2,Proteobacteria,COMP,4.93199,3,Bacteria
GCF_000430105.1_ASM43010v1,Proteobacteria,COMP,4.95148,3,Bacteria
GCF_000430125.1_ASM43012v1,Proteobacteria,COMP,5.26701,2,Bacteria
GCF_000430145.2_ASM43014v3,Proteobacteria,COMP,5.08922,3,Bacteria
GCF_000430165.1_ASM43016v1,Proteobacteria,COMP,4.82219,3,Bacteria
GCF_000438585.1_ASM43858v1,Firmicutes,COMP,3.0916,2,Bacteria
GCF_000438605.1_ASM43860v1,Firmicutes,COMP,2.98895,2,Bacteria
GCF_000438625.1_ASM43862v1,Firmicutes,COMP,2.94322,1,Bacteria
GCF_000438645.1_ASM43864v1,Firmicutes,COMP,2.95891,2,Bacteria
GCF_000438685.2_ASM43868v2,Firmicutes,COMP,3.2433,2,Bacteria
GCF_000439255.1_ASM43925v1,Proteobacteria,COMP,4.77354,2,Bacteria
GCF_000439275.1_ASM43927v1,Firmicutes,COMP,2.14545,1,Bacteria
GCF_000439415.1_ASM43941v1,Proteobacteria,COMP,4.80881,2,Bacteria
GCF_000439575.1_ASM43957v1,Proteobacteria,COMP,4.93166,1,Bacteria
GCF_000439595.1_ASM43959v1,Proteobacteria,COMP,4.43877,1,Bacteria
GCF_000439735.1_ASM43973v1,Proteobacteria,COMP,2.65851,1,Bacteria
GCF_000441535.1_ASM44153v1,Firmicutes,COMP,1.97555,3,Bacteria
GCF_000442415.1_ASM44241v1,Proteobacteria,COMP,4.91596,2,Bacteria
GCF_000442595.1_ASM44259v1,Proteobacteria,COMP,2.65543,1,Bacteria
GCF_000444875.1_ASM44487v1,Actinobacteria,COMP,8.37729,1,Bacteria
GCF_000444995.1_ASM44499v1,Proteobacteria,COMP,4.87312,1,Bacteria
GCF_000445995.2_ASM44599v2,Firmicutes,COMP,3.48631,2,Bacteria
GCF_000446015.1_ASM44601v1,Crenarchaeota,COMP,1.75026,14,Archaea
GCF_000447675.1_ASM44767v1,Spirochaetes,COMP,2.88932,1,Bacteria
